property_id,property_capacity,property_address,booking_id,check_in_date,check_out_date,base_fee,service_fee,cleaning_fee,gst,total_price,owner_id,abn,tin,dob,contact_number,email,rating,owner_location,owner_address,bank_account_name,bsb,bank_account_number,bank_name,paypal_id,iban,swift_code,order_status,final_price,final_gst
727155,3,"4373, Killarney, QLD",43991649,24-05-2023,03-06-2023,810,121.5,76.91,100.84,1109.24,28375,19 487 766 599,,01-03-1981,+61493377672,example@gmail.com,9,Australia,"7171, Penna, TAS",Belinda Turner,062808,16332725,Commonwealth Bank of Australia,493377672@paypal.com,,,Completed,1109.24,100.84
525603,3,"5860, Adelaide Mail Centre, SA",67992712,01-04-2023,10-04-2023,576,86.4,79.17,74.16,815.76,16446,26 936 682 739,,17-06-1949,+61497343217,example@gmail.com,9,Australia,"5259, Narrung, SA",Raul Ray,062619,14796560,Commonwealth Bank of Australia,497343217@paypal.com,,,Completed,815.76,74.16
423976,4,"4106, Rocklea, QLD",87876400,15-03-2023,20-03-2023,705,105.75,241.1,105.19,1157.09,61773,89 208 796 616,,17-06-1983,+61486867842,example@gmail.com,4,Australia,"3951, Kardella, VIC",Virginia Condict,062884,18075463,Commonwealth Bank of Australia,,,,Completed,1157.09,105.19
296765,3,"4850, Long Pocket, QLD",84349945,10-01-2023,14-01-2023,584,87.6,121.19,79.28,872.08,99431,64 779 172 450,,23-10-1947,+61426514579,example@gmail.com,0,Australia,"1313, Eastern Suburbs Mc, NSW",Betty Bentley,062643,17297928,Commonwealth Bank of Australia,Betty.Bentley@paypal.com,,,Completed,872.08,79.28
443857,7,"4580, Tin Can Bay, QLD",87513417,17-04-2023,29-04-2023,1488,223.2,123.54,183.47,2018.17,95425,54 867 787 387,,26-05-1974,+61434831462,example@gmail.com,8,Australia,"2425, The Branch, NSW",William Sampson,062416,12399609,Commonwealth Bank of Australia,William.Sampson@paypal.com,,,Completed,2018.17,183.47
442492,7,"4031, Gordon Park, QLD",56535791,13-02-2023,23-02-2023,1370,205.5,213.49,178.9,1967.9,94243,19 746 825 866,,31-05-1953,+61425257935,example@gmail.com,0,Australia,"2660, Culcairn, NSW",Jeremy Ross,062147,12189170,Commonwealth Bank of Australia,,,,Completed,1967.9,178.9
283788,8,"7022, South Arm, TAS",40236937,07-01-2023,19-01-2023,1728,259.2,161.49,214.87,2363.57,85930,13 622 754 505,,06-01-1968,+61497485872,example@gmail.com,0,Australia,"7140, Lawitta, TAS",Jessica Mckinney,062887,16394802,Commonwealth Bank of Australia,,,,Completed,2363.57,214.87
637453,7,"3629, Ardmona, VIC",56575547,12-04-2023,23-04-2023,1441,216.15,259.2,191.64,2108.04,29835,,812665881,01-10-1979,+61429405600,example@gmail.com,5,New Zealand,"Auckland, NZ",Pedro Yeager,,,ANZ Bank,,AU,CTBAAU2S,Completed,2108.04,191.64
861783,8,"2650, Springvale, NSW",70291079,18-06-2023,29-06-2023,1463,219.45,224.76,190.72,2097.92,65580,59 549 252 251,,12-05-1944,+61496330681,example@gmail.com,1,New Zealand,"Auckland, NZ",Michael Olson,,,ANZ Bank,,AU,CTBAAU2S,Completed,2097.92,190.72
494482,2,"3579, Macorna, VIC",26047030,29-01-2023,10-02-2023,540,81.0,89.19,71.02,781.22,12307,32 637 550 420,,14-08-1952,+61441787967,example@gmail.com,4,Australia,"3921, Tankerton, VIC",Judy Abron,062408,13289877,Commonwealth Bank of Australia,441787967@paypal.com,,,Completed,781.22,71.02
922736,4,"4702, Jardine, QLD",27384249,13-01-2023,26-01-2023,1222,183.3,85.17,149.05,1639.55,83960,42 406 829 116,,25-06-1955,+61420720802,example@gmail.com,10,Australia,"2538, Mogood, NSW",Anna Keys,062949,14968531,Commonwealth Bank of Australia,Anna.Keys@paypal.com,,,Completed,1639.55,149.05
988755,2,"6521, Grey, WA",80924311,07-04-2023,15-04-2023,1272,190.8,233.73,169.65,1866.15,99858,22 119 639 471,,26-02-1995,+61478059403,example@gmail.com,9,New Zealand,"Auckland, NZ",Lester Biermann,,,ANZ Bank,,AU,CTBAAU2S,Completed,1866.15,169.65
653516,8,"4357, Bulli Creek, QLD",74655137,09-06-2023,19-06-2023,1170,175.5,201.62,154.71,1701.81,95745,10 664 891 870,,16-08-1945,+61482580513,example@gmail.com,10,Australia,"4660, Eureka, QLD",Rosie Weisman,062608,13217077,Commonwealth Bank of Australia,482580513@paypal.com,,,Completed,1701.81,154.71
836255,7,"3730, Bundalong, VIC",20526894,23-01-2023,26-01-2023,294,44.1,133.76,47.19,519.09,87557,16 148 206 297,,22-11-1997,+61498775916,example@gmail.com,10,New Zealand,"Auckland, NZ",James Morrison,,,ANZ Bank,,AU,CTBAAU2S,Completed,519.09,47.19
489314,7,"2425, Washpool, NSW",49681871,29-03-2023,13-04-2023,1785,267.75,134.21,218.7,2405.7,61292,46 340 777 114,,18-07-1952,+61431102324,example@gmail.com,1,Australia,"8390, Melbourne, VIC",Michael Clifford,062803,13133380,Commonwealth Bank of Australia,Michael.Clifford@paypal.com,,,Completed,2405.7,218.7
933818,7,"6939, Tuart Hill, WA",89653282,27-02-2023,01-03-2023,214,32.1,161.7,40.78,448.58,35658,20 441 866 369,,02-08-1965,+61463095890,example@gmail.com,6,New Zealand,"Auckland, NZ",Mike Macgregor,,,ANZ Bank,,AU,CTBAAU2S,Completed,448.58,40.78
815089,8,"6333, Nornalup, WA",15381326,03-06-2023,08-06-2023,310,46.5,77.0,43.35,476.85,21659,71 481 317 201,,11-07-1966,+61445625727,example@gmail.com,1,Australia,"4655, Dundowran, QLD",Edward Hussey,062393,18549525,Commonwealth Bank of Australia,445625727@paypal.com,,,Partially Refunded,335.39,30.49
099378,6,"2474, Wiangaree, NSW",83714030,15-06-2023,24-06-2023,1053,157.95,197.68,140.86,1549.46,63668,10 712 870 883,,01-03-1949,+61462599402,example@gmail.com,8,New Zealand,"Auckland, NZ",Angela Tucker,,,ANZ Bank,,AU,CTBAAU2S,Completed,1549.46,140.86
927594,3,"6473, North Wialki, WA",36474304,12-06-2023,18-06-2023,954,143.1,312.11,140.92,1550.12,64504,98 172 466 514,,27-05-1961,+61454292421,example@gmail.com,6,Australia,"2609, Majura, ACT",Donald Johnson,062487,11969277,Commonwealth Bank of Australia,,,,Refunded,0.0,0.0
358146,7,"2365, Glencoe, NSW",17301297,20-02-2023,28-02-2023,616,92.4,134.74,84.31,927.41,12212,65 428 746 724,,04-03-1941,+61499107214,example@gmail.com,8,Australia,"3783, Gembrook, VIC",Craig Rhoades,062920,17573874,Commonwealth Bank of Australia,499107214@paypal.com,,,Completed,927.41,84.31
656913,5,"2262, Halekulani, NSW",80434345,26-02-2023,09-03-2023,748,112.2,125.89,98.61,1084.71,68443,76 425 418 182,,14-03-1953,+61429095694,example@gmail.com,8,Australia,"4678, Bororen, QLD",Monica Fisher,062434,18893727,Commonwealth Bank of Australia,Monica.Fisher@paypal.com,,,Completed,1084.71,98.61
325150,5,"4873, Cow Bay, QLD",13941910,01-03-2023,07-03-2023,552,82.8,102.83,73.76,811.36,99163,80 239 126 748,,21-04-1951,+61470407935,example@gmail.com,7,New Zealand,"Auckland, NZ",Orville Deaton,,,ANZ Bank,,AU,CTBAAU2S,Completed,811.36,73.76
986076,2,"4701, Central Queensland University, QLD",58254561,03-06-2023,11-06-2023,872,130.8,148.61,115.14,1266.54,50901,47 323 446 532,,29-03-1998,+61491570719,example@gmail.com,10,Australia,"3660, Whiteheads Creek, VIC",Martin Fletcher,062988,15621156,Commonwealth Bank of Australia,491570719@paypal.com,,,Completed,1266.54,115.14
325170,5,"6921, Karrinyup, WA",95136710,15-02-2023,20-02-2023,575,86.25,149.01,81.03,891.33,54603,,499232622,16-10-1979,+61498283911,example@gmail.com,3,Australia,"7054, Neika, TAS",Daniel Bryant,062414,11846180,Commonwealth Bank of Australia,,,,Cancelled,0.0,0.0
256817,4,"2347, Red Hill, NSW",32533239,15-02-2023,24-02-2023,990,148.5,125.08,126.36,1389.96,88475,,780738492,21-08-1991,+61428396811,example@gmail.com,9,Australia,"3418, Glenlee, VIC",Alton Jackson,062673,12689529,Commonwealth Bank of Australia,428396811@paypal.com,,,Completed,1389.96,126.36
543494,7,"6111, Roleystone, WA",55051327,27-01-2023,29-01-2023,96,14.4,56.4,16.68,183.48,24500,51 153 955 269,,22-04-1941,+61459321067,example@gmail.com,8,Australia,"5381, Brady Creek, SA",Eric Friedman,062982,12743717,Commonwealth Bank of Australia,Eric.Friedman@paypal.com,,,Completed,183.48,16.68
728606,5,"2196, Punchbowl, NSW",45597817,12-03-2023,13-03-2023,111,16.65,167.17,29.48,324.28,23374,75 572 624 859,,13-11-1980,+61460813955,example@gmail.com,7,Australia,"3971, Hunterston, VIC",Marilyn Smith,062206,17659735,Commonwealth Bank of Australia,460813955@paypal.com,,,Completed,324.28,29.48
097213,4,"4059, Red Hill, QLD",72568543,18-02-2023,19-02-2023,73,10.95,95.27,17.92,197.12,73818,,938775863,25-10-1979,+61477942659,example@gmail.com,7,Australia,"3874, Woodside North, VIC",Philip Bennett,062319,19401181,Commonwealth Bank of Australia,Philip.Bennett@paypal.com,,,Completed,197.12,17.92
713399,6,"820, Stuart Park, NT",50665623,28-03-2023,05-04-2023,1104,165.6,123.83,139.34,1532.74,80511,,128733795,14-06-1972,+61468003401,example@gmail.com,0,Australia,"5171, Mclaren Flat, SA",Jeffrey Shafer,062763,13343236,Commonwealth Bank of Australia,468003401@paypal.com,,,Completed,1532.74,139.34
123917,5,"3463, Baringhup, VIC",20951324,01-03-2023,04-03-2023,459,68.85,207.79,73.56,809.16,94971,50 665 946 956,,09-01-1949,+61419021135,example@gmail.com,10,Australia,"3723, Woods Point, VIC",Kristina Abell,062912,19587390,Commonwealth Bank of Australia,Kristina.Abell@paypal.com,,,Completed,809.16,73.56
286497,2,"6970, Canning Vale Dc, WA",99228877,23-02-2023,07-03-2023,1392,208.8,153.98,175.48,1930.28,53216,67 219 753 262,,20-06-1970,+61429216946,example@gmail.com,2,Australia,"2372, Sandy Hill, NSW",Sachiko Nathan,062722,19702737,Commonwealth Bank of Australia,429216946@paypal.com,,,Completed,1930.28,175.48
103360,8,"852, Numbulwar, NT",73877036,29-06-2023,04-07-2023,320,48.0,67.37,43.54,478.94,34520,21 101 958 932,,14-06-1953,+61420142980,example@gmail.com,4,Australia,"3717, Flowerdale, VIC",Kenneth Castillo,062319,14105673,Commonwealth Bank of Australia,Kenneth.Castillo@paypal.com,,,Completed,478.94,43.54
089253,4,"2795, Millah Murrah, NSW",96767485,02-05-2023,14-05-2023,1416,212.4,231.41,185.98,2045.78,51582,30 511 436 608,,27-02-1952,+61411675217,example@gmail.com,3,Australia,"2631, Jincumbilly, NSW",Shirley Sult,062647,11391441,Commonwealth Bank of Australia,Shirley.Sult@paypal.com,,,Completed,2045.78,185.98
743932,5,"4570, Tamaree, QLD",55489536,24-04-2023,02-05-2023,640,96.0,86.06,82.21,904.31,46727,,192908856,08-12-1951,+61477851243,example@gmail.com,9,Australia,"4401, Silverleigh, QLD",Vilma Thornburg,062869,16103634,Commonwealth Bank of Australia,477851243@paypal.com,,,Completed,904.31,82.21
718946,2,"3585, Fish Point, VIC",35118970,03-05-2023,08-05-2023,440,66.0,175.6,68.16,749.76,38917,45 260 785 723,,29-01-1950,+61440487208,example@gmail.com,5,Australia,"7215, Upper Scamander, TAS",Maris Hernandez,062915,18639846,Commonwealth Bank of Australia,440487208@paypal.com,,,Partially Refunded,476.08,43.28
882596,3,"2361, Pindaroi, NSW",69766109,29-03-2023,13-04-2023,885,132.75,60.06,107.78,1185.58,34705,16 365 271 920,,22-04-1989,+61449901097,example@gmail.com,5,Australia,"4610, Inverlaw, QLD",Larry Shank,062176,12929315,Commonwealth Bank of Australia,449901097@paypal.com,,,Completed,1185.58,107.78
051575,4,"2333, Kayuga, NSW",51797371,16-02-2023,27-02-2023,737,110.55,65.33,91.29,1004.19,23322,73 860 783 843,,19-12-1955,+61474674149,example@gmail.com,5,Australia,"7252, Mount Direction, TAS",Juanita Clynes,062416,19398435,Commonwealth Bank of Australia,474674149@paypal.com,,,Completed,1004.19,91.29
713640,8,"4650, St Mary, QLD",37051809,03-06-2023,09-06-2023,558,83.7,142.67,78.44,862.84,37607,71 587 879 588,,19-12-1983,+61477544148,example@gmail.com,6,Australia,"2324, Carrington, NSW",Matthew Velez,062225,18627394,Commonwealth Bank of Australia,Matthew.Velez@paypal.com,,,Partially Refunded,603.02,54.82
853805,8,"2002, World Square, NSW",74286133,08-05-2023,09-05-2023,120,18.0,168.26,30.63,336.93,15885,81 908 189 229,,26-05-1941,+61462954918,example@gmail.com,2,Australia,"5113, Elizabeth Park, SA",Jason Loftis,062455,12959806,Commonwealth Bank of Australia,,,,Completed,336.93,30.63
779189,8,"4677, Captain Creek, QLD",54141501,27-01-2023,09-02-2023,1573,235.95,151.19,196.01,2156.11,80976,,237145068,24-07-1999,+61454569557,example@gmail.com,0,New Zealand,"Auckland, NZ",Bernard Calbert,,,ANZ Bank,,AU,CTBAAU2S,Completed,2156.11,196.01
182422,7,"7215, Bicheno, TAS",55767861,31-05-2023,05-06-2023,300,45.0,97.37,44.24,486.64,94772,27 435 382 728,,20-06-1943,+61457468083,example@gmail.com,8,New Zealand,"Auckland, NZ",Jay Roberts,,,ANZ Bank,,AU,CTBAAU2S,Refunded,0.0,0.0
811890,7,"3875, Lindenow South, VIC",41841977,22-01-2023,27-01-2023,295,44.25,98.59,43.78,481.58,20497,32 260 787 913,,28-09-1993,+61461591907,example@gmail.com,9,Australia,"3304, Homerton, VIC",Robert Moller,062398,14203007,Commonwealth Bank of Australia,461591907@paypal.com,,,Cancelled,0.0,0.0
725544,2,"5608, Whyalla Norrie, SA",24531011,03-03-2023,07-03-2023,200,30.0,75.19,30.52,335.72,14687,36 221 132 544,,24-09-1992,+61449720744,example@gmail.com,2,Australia,"3953, Leongatha North, VIC",Paul Warner,062216,14701363,Commonwealth Bank of Australia,Paul.Warner@paypal.com,,,Completed,335.72,30.52
422715,6,"3590, Beverford, VIC",19976541,02-02-2023,05-02-2023,315,47.25,176.38,53.86,592.46,04287,47 961 415 711,,08-09-1968,+61489100997,example@gmail.com,0,Australia,"2750, South Penrith, NSW",Steven Hannahs,062748,15871762,Commonwealth Bank of Australia,Steven.Hannahs@paypal.com,,,Completed,592.46,53.86
042607,8,"4468, Clara Creek, QLD",37676354,09-02-2023,24-02-2023,1980,297.0,154.98,243.2,2675.2,48469,30 540 639 296,,05-01-1953,+61432494689,example@gmail.com,6,Australia,"5573, Balgowan, SA",Carlos Mccullough,062313,12477875,Commonwealth Bank of Australia,Carlos.Mccullough@paypal.com,,,Completed,2675.2,243.2
